Customer ID;Age;Gender;Item Purchased;Category;Purchase Amount (USD);Location;Size;Color;Season;Review Rating;Subscription Status;Shipping Type;Promo Code Used;Previous Purchases;Payment Method;Purchase Date;WeekdayNum;Weekday;Weekend;Churn
221;39;Male;Sweater;Clothing;65,1;Arizona;S;Orange;Fall;5;Yes;Free Shipping;0;48;Google Pay;30.12.2022;5;Friday;0;0
221;39;Male;Sweater;Clothing;94,7;Arizona;S;Olive;Fall;4,5;Yes;Standard;0;48;Apple Pay;1.01.2023;7;Sunday;1;0
221;39;Male;Coat;Outerwear;42,1;Arizona;S;Maroon;Fall;4,5;Yes;Free Shipping;0;48;Debit Card;5.02.2023;7;Sunday;1;0
221;39;Male;Sweater;Clothing;74,1;Arizona;S;Blue;Winter;5;Yes;Free Shipping;0;48;Credit Card;11.02.2023;6;Saturday;1;0
221;39;Male;Sneakers;Footwear;29,2;Arizona;S;Pink;Summer;4,5;Yes;Free Shipping;0;48;Debit Card;31.05.2023;3;Wednesday;0;0
221;39;Male;Sneakers;Footwear;31,0;Arizona;S;Black;Fall;5;Yes;Free Shipping;0;48;PayPal;2.06.2023;5;Friday;0;0
221;39;Male;Sweater;Clothing;19,1;Arizona;S;Turquoise;Summer;5;Yes;Next Day Air;0;48;Debit Card;2.06.2023;5;Friday;0;0
221;39;Male;Sweater;Clothing;83,7;Arizona;S;White;Summer;4,5;Yes;Express;0;48;Apple Pay;21.06.2023;3;Wednesday;0;0
221;39;Male;Sweater;Clothing;39,7;Arizona;S;Pink;Winter;1;Yes;Standard;0;48;Debit Card;13.10.2023;5;Friday;0;0
221;39;Male;Sweater;Clothing;58,0;Arizona;S;Brown;Winter;4,5;Yes;Free Shipping;0;48;Google Pay;18.11.2023;6;Saturday;1;0
221;39;Male;Coat;Outerwear;57,6;Arizona;S;Blue;Winter;5;Yes;Free Shipping;0;48;Debit Card;24.11.2023;5;Friday;0;0
221;39;Male;Sweater;Clothing;58,7;Arizona;S;Gray;Winter;4;Yes;Standard;0;48;Debit Card;28.11.2023;2;Tuesday;0;0
221;39;Male;Sweater;Clothing;39,8;Arizona;S;Pink;Spring;5;Yes;Standard;0;48;PayPal;3.12.2023;7;Sunday;1;0
221;39;Male;Sneakers;Footwear;37,5;Arizona;S;Gray;Winter;4,5;Yes;Free Shipping;0;48;Credit Card;14.12.2023;4;Thursday;0;0
221;39;Male;Sneakers;Footwear;100,0;Arizona;S;Navy;Winter;5;Yes;Standard;0;48;Credit Card;22.12.2023;5;Friday;0;0
221;39;Male;Sneakers;Footwear;100,0;Arizona;S;Charcoal;Winter;5;Yes;Free Shipping;0;48;Credit Card;1.01.2024;1;Monday;0;0
221;39;Male;Jacket;Outerwear;29,2;Arizona;S;Turquoise;Summer;4;Yes;Standard;0;48;Google Pay;1.02.2024;4;Thursday;0;0
221;39;Male;Sweater;Clothing;75,2;Arizona;S;Red;Winter;5;Yes;Standard;0;48;Debit Card;8.02.2024;4;Thursday;0;0
221;39;Male;Sneakers;Footwear;21,8;Arizona;S;Purple;Summer;5;Yes;Free Shipping;0;48;Google Pay;29.02.2024;4;Thursday;0;0
221;39;Male;Sweater;Clothing;59,9;Arizona;S;Orange;Fall;1;Yes;Express;0;48;PayPal;2.03.2024;6;Saturday;1;0
221;39;Male;Sweater;Clothing;64,3;Arizona;S;Orange;Winter;5;Yes;Standard;0;48;PayPal;7.04.2024;7;Sunday;1;0
221;39;Male;Coat;Outerwear;60,5;Arizona;S;White;Winter;5;Yes;Standard;0;48;Google Pay;23.04.2024;2;Tuesday;0;0
221;39;Male;Sweater;Clothing;46,5;Arizona;S;Orange;Spring;5;Yes;Standard;0;48;Credit Card;15.05.2024;3;Wednesday;0;0
221;39;Male;Belt;Accessories;87,0;Arizona;S;Olive;Fall;5;Yes;Free Shipping;0;48;Apple Pay;22.06.2024;6;Saturday;1;0
221;39;Male;Sneakers;Footwear;47,9;Arizona;S;Gray;Spring;1;Yes;Standard;0;48;Credit Card;5.07.2024;5;Friday;0;0
221;39;Male;Sweater;Clothing;37,2;Arizona;S;Beige;Winter;1;Yes;Standard;1;48;Credit Card;6.08.2024;2;Tuesday;0;0
221;39;Male;Sweater;Clothing;64,2;Arizona;S;Maroon;Winter;5;Yes;Express;0;48;Credit Card;25.08.2024;7;Sunday;1;0
221;39;Male;Belt;Accessories;38,8;Arizona;S;Red;Fall;5;Yes;Standard;0;48;Credit Card;1.09.2024;7;Sunday;1;0
221;39;Male;Belt;Accessories;63,2;Arizona;S;Pink;Spring;5;Yes;Standard;0;48;Debit Card;23.11.2024;6;Saturday;1;0
221;39;Male;Belt;Accessories;40,1;Arizona;S;Black;Winter;1;Yes;Free Shipping;0;48;Credit Card;26.11.2024;2;Tuesday;0;0
221;39;Male;Sweater;Clothing;45,1;Arizona;S;Red;Summer;5;Yes;Next Day Air;1;48;Credit Card;30.11.2024;6;Saturday;1;0
221;39;Male;Sweater;Clothing;73,3;Arizona;S;Navy;Fall;5;Yes;Standard;0;48;Bank Transfer;15.12.2024;7;Sunday;1;0
221;39;Male;Sweater;Clothing;48,5;Arizona;S;Purple;Spring;1;Yes;Free Shipping;0;48;Debit Card;23.12.2024;1;Monday;0;0
221;39;Male;Sneakers;Footwear;60,0;Arizona;S;Yellow;Fall;5;Yes;Express;0;48;PayPal;26.11.2024;2;Tuesday;0;0
222;28;Male;Sweater;Clothing;32,5;North Carolina;XL;Yellow;Fall;5;Yes;Standard;0;6;Debit Card;17.06.2022;5;Friday;0;0
222;28;Male;Sweater;Clothing;25,6;North Carolina;XL;Pink;Summer;5;Yes;Standard;0;6;Debit Card;19.06.2022;7;Sunday;1;0
222;28;Male;Sweater;Clothing;48,5;North Carolina;XL;Beige;Summer;5;Yes;Standard;0;6;PayPal;26.08.2022;5;Friday;0;0
222;28;Male;Sneakers;Footwear;56,8;North Carolina;XL;Charcoal;Fall;5;Yes;2-Day Shipping;0;6;Apple Pay;29.10.2022;6;Saturday;1;0
222;28;Male;Sandals;Footwear;32,6;North Carolina;XL;Gray;Summer;5;Yes;Standard;0;6;Credit Card;23.11.2024;6;Saturday;1;0
222;28;Male;Sweater;Clothing;92,2;North Carolina;XL;Olive;Fall;4,5;Yes;2-Day Shipping;1;6;Credit Card;29.11.2024;5;Friday;0;0
222;28;Male;Coat;Outerwear;34,4;North Carolina;XL;Red;Spring;5;Yes;Free Shipping;0;6;PayPal;8.03.2024;5;Friday;0;0
223;47;Male;Sweater;Clothing;90,6;New York;XL;Blue;Summer;5;Yes;Express;0;14;Credit Card;28.08.2022;7;Sunday;1;0
223;47;Male;Sneakers;Footwear;35,6;New York;XL;Maroon;Winter;5;Yes;Free Shipping;0;14;Credit Card;5.11.2022;6;Saturday;1;0
223;47;Male;Sneakers;Footwear;75,6;New York;XL;Blue;Winter;4;Yes;2-Day Shipping;0;14;Credit Card;27.11.2022;7;Sunday;1;0
223;47;Male;Sweater;Clothing;47,2;New York;XL;Charcoal;Winter;5;Yes;Standard;0;14;Credit Card;22.06.2023;4;Thursday;0;0
223;47;Male;Sweater;Clothing;33,4;New York;XL;White;Summer;4,5;Yes;Free Shipping;0;14;Debit Card;22.12.2023;5;Friday;0;0
223;47;Male;Coat;Outerwear;79,0;New York;XL;White;Winter;5;Yes;2-Day Shipping;0;14;Debit Card;28.12.2023;4;Thursday;0;0
223;47;Male;Sweater;Clothing;76,9;New York;XL;Charcoal;Winter;3,5;Yes;Standard;0;14;PayPal;5.02.2024;1;Monday;0;0
223;47;Male;Belt;Accessories;73,0;New York;XL;Pink;Spring;1,5;Yes;Standard;1;14;Venmo;9.05.2024;4;Thursday;0;0
223;47;Male;Sweater;Clothing;100,0;New York;XL;Black;Winter;4,5;Yes;Standard;0;14;Debit Card;10.05.2024;5;Friday;0;0
223;47;Male;Sweater;Clothing;59,9;New York;XL;Yellow;Spring;1;Yes;Express;0;14;Apple Pay;14.05.2024;2;Tuesday;0;0
223;47;Male;Sneakers;Footwear;22,9;New York;XL;Olive;Fall;1;Yes;2-Day Shipping;0;14;Debit Card;1.12.2024;7;Sunday;1;0
223;47;Male;Sneakers;Footwear;55,7;New York;XL;Navy;Winter;3;Yes;Express;0;14;Debit Card;5.12.2024;4;Thursday;0;0
223;47;Male;Belt;Accessories;63,2;New York;XL;Navy;Spring;4;Yes;Standard;1;14;PayPal;15.12.2024;7;Sunday;1;0
223;47;Male;Sweater;Clothing;49,5;New York;XL;Brown;Fall;3,5;Yes;Free Shipping;0;14;Debit Card;21.12.2024;6;Saturday;1;0
223;47;Male;Sweater;Clothing;76,7;New York;XL;Black;Winter;3;Yes;Standard;0;14;Debit Card;20.04.2023;4;Thursday;0;0
224;20;Male;Sweater;Clothing;100,0;Wyoming;M;Blue;Spring;1;Yes;Next Day Air;0;34;Credit Card;4.04.2022;1;Monday;0;0
224;20;Male;Sweater;Clothing;36,8;Wyoming;M;Green;Spring;5;Yes;Standard;0;34;PayPal;8.04.2022;5;Friday;0;0
224;20;Male;Sweater;Clothing;38,9;Wyoming;M;Blue;Spring;5;Yes;Standard;0;34;PayPal;23.04.2022;6;Saturday;1;0
224;20;Male;Sweater;Clothing;53,1;Wyoming;M;Blue;Summer;2,5;Yes;2-Day Shipping;0;34;PayPal;15.05.2022;7;Sunday;1;0
224;20;Male;Sweater;Clothing;39,8;Wyoming;M;Blue;Spring;3,5;Yes;Express;0;34;PayPal;19.06.2022;7;Sunday;1;0
224;20;Male;Sweater;Clothing;25,9;Wyoming;M;Purple;Summer;5;Yes;Standard;0;34;Credit Card;16.07.2022;6;Saturday;1;0
224;20;Male;Sweater;Clothing;49,8;Wyoming;M;Pink;Spring;5;Yes;Express;0;34;Credit Card;26.11.2022;6;Saturday;1;0
224;20;Male;Sweater;Clothing;100,0;Wyoming;M;Beige;Summer;3,5;Yes;Express;0;34;Credit Card;22.12.2022;4;Thursday;0;0
224;20;Male;Sweater;Clothing;60,1;Wyoming;M;White;Spring;5;Yes;Standard;0;34;Credit Card;1.01.2023;7;Sunday;1;0
224;20;Male;Sweater;Clothing;58,9;Wyoming;M;Green;Spring;5;Yes;Free Shipping;0;34;Credit Card;9.03.2023;4;Thursday;0;0
224;20;Male;Sweater;Clothing;33,2;Wyoming;M;Blue;Spring;5;Yes;2-Day Shipping;0;34;PayPal;10.03.2023;5;Friday;0;0
224;20;Male;Sweater;Clothing;28,1;Wyoming;M;Red;Winter;3,5;Yes;Standard;0;34;Google Pay;11.03.2023;6;Saturday;1;0
224;20;Male;Sweater;Clothing;30,6;Wyoming;M;Orange;Summer;4,5;Yes;Standard;0;34;Bank Transfer;23.03.2023;4;Thursday;0;0
224;20;Male;Blouse;Clothing;50,4;Wyoming;M;Navy;Summer;2;Yes;Standard;1;34;Apple Pay;24.03.2023;5;Friday;0;0
224;20;Male;Sweater;Clothing;44,9;Wyoming;M;Navy;Fall;2,5;Yes;Free Shipping;0;34;Debit Card;23.04.2023;7;Sunday;1;0
224;20;Male;Sneakers;Footwear;59,8;Wyoming;M;Black;Winter;5;Yes;Standard;0;34;Debit Card;4.05.2023;4;Thursday;0;0
224;20;Male;Sweater;Clothing;60,5;Wyoming;M;White;Spring;4,5;Yes;Standard;0;34;Bank Transfer;7.05.2023;7;Sunday;1;0
224;20;Male;Sweater;Clothing;40,8;Wyoming;M;White;Winter;1;Yes;Express;0;34;Credit Card;15.05.2023;1;Monday;0;0
224;20;Male;Sweater;Clothing;48,5;Wyoming;M;Purple;Winter;5;Yes;Free Shipping;0;34;PayPal;23.06.2023;5;Friday;0;0
224;20;Male;Sweater;Clothing;34,8;Wyoming;M;Pink;Summer;4,5;Yes;Standard;0;34;Debit Card;2.07.2023;7;Sunday;1;0
224;20;Male;Belt;Accessories;21,1;Wyoming;M;Turquoise;Spring;5;Yes;Standard;0;34;Google Pay;14.07.2023;5;Friday;0;0
224;20;Male;Sweater;Clothing;32,1;Wyoming;M;White;Spring;5;Yes;Free Shipping;0;34;Credit Card;30.08.2023;3;Wednesday;0;0
224;20;Male;Sweater;Clothing;26,9;Wyoming;M;Red;Winter;1,5;Yes;Free Shipping;1;34;Credit Card;8.09.2023;5;Friday;0;0
224;20;Male;Sweater;Clothing;36,5;Wyoming;M;Pink;Summer;1,5;Yes;Standard;0;34;Debit Card;1.02.2024;4;Thursday;0;0
224;20;Male;Sweater;Clothing;53,1;Wyoming;M;Blue;Fall;1;Yes;2-Day Shipping;1;34;Credit Card;2.02.2024;5;Friday;0;0
224;20;Male;Coat;Outerwear;28,6;Wyoming;M;Green;Spring;1,5;Yes;Free Shipping;0;34;Credit Card;2.03.2024;6;Saturday;1;0
224;20;Male;Sweater;Clothing;45,5;Wyoming;M;White;Fall;2;Yes;Standard;0;34;Debit Card;31.03.2024;7;Sunday;1;0
224;20;Male;Belt;Accessories;59,2;Wyoming;M;Red;Spring;4,5;Yes;Free Shipping;1;34;Cash;4.04.2024;4;Thursday;0;0
224;20;Male;Sweater;Clothing;57,0;Wyoming;M;White;Spring;5;Yes;Express;0;34;Debit Card;13.04.2024;6;Saturday;1;0
224;20;Male;Belt;Accessories;46,6;Wyoming;M;Blue;Spring;1;Yes;Free Shipping;0;34;Google Pay;9.05.2024;4;Thursday;0;0
224;20;Male;Sweater;Clothing;26,4;Wyoming;M;Gray;Spring;4,5;Yes;Free Shipping;1;34;Apple Pay;21.07.2024;7;Sunday;1;0
224;20;Male;Sweater;Clothing;40,4;Wyoming;M;White;Summer;5;Yes;Free Shipping;0;34;Bank Transfer;24.08.2024;6;Saturday;1;0
224;20;Male;Belt;Accessories;62,7;Wyoming;M;Beige;Spring;5;Yes;Standard;0;34;PayPal;31.10.2024;4;Thursday;0;0
224;20;Male;Sweater;Clothing;49,4;Wyoming;M;Yellow;Spring;5;Yes;Express;0;34;Credit Card;3.09.2023;7;Sunday;1;0
224;20;Male;Sweater;Clothing;86,2;Wyoming;M;Navy;Winter;5;Yes;Standard;0;34;PayPal;4.02.2024;7;Sunday;1;0
225;63;Male;Belt;Accessories;64,7;South Dakota;S;Purple;Spring;2,5;Yes;Standard;0;12;Apple Pay;30.01.2022;7;Sunday;1;0
225;63;Male;Sweater;Clothing;67,2;South Dakota;S;Green;Summer;4;Yes;Free Shipping;0;12;Debit Card;11.02.2022;5;Friday;0;0
225;63;Male;Sweater;Clothing;67,7;South Dakota;S;Gray;Spring;4;Yes;Next Day Air;0;12;Debit Card;13.02.2022;7;Sunday;1;0
225;63;Male;Coat;Outerwear;80,5;South Dakota;S;Blue;Winter;5;Yes;Standard;0;12;Google Pay;19.08.2022;5;Friday;0;0
225;63;Male;Coat;Outerwear;31,6;South Dakota;S;Blue;Winter;5;Yes;Standard;0;12;Bank Transfer;10.12.2022;6;Saturday;1;0
225;63;Male;Sneakers;Footwear;68,0;South Dakota;S;Navy;Winter;5;Yes;2-Day Shipping;0;12;Credit Card;8.03.2023;3;Wednesday;0;0
225;63;Male;Sweater;Clothing;28,5;South Dakota;S;Blue;Spring;2;Yes;Standard;0;12;PayPal;10.03.2023;5;Friday;0;0
225;63;Male;Blouse;Clothing;37,9;South Dakota;S;Pink;Spring;3;Yes;Express;0;12;Credit Card;22.04.2023;6;Saturday;1;0
225;63;Male;Sweater;Clothing;49,1;South Dakota;S;Black;Winter;3;Yes;Standard;1;12;PayPal;10.06.2023;6;Saturday;1;0
225;63;Male;Sweater;Clothing;98,4;South Dakota;S;Blue;Winter;5;Yes;Standard;0;12;Credit Card;10.12.2023;7;Sunday;1;0
225;63;Male;Sweater;Clothing;61,6;South Dakota;S;Yellow;Summer;4,5;Yes;Standard;0;12;Credit Card;16.01.2024;2;Tuesday;0;0
225;63;Male;Sweater;Clothing;57,7;South Dakota;S;Black;Winter;5;Yes;Express;0;12;Credit Card;20.04.2024;6;Saturday;1;0
225;63;Male;Sneakers;Footwear;19,3;South Dakota;S;Yellow;Summer;5;Yes;Free Shipping;0;12;PayPal;16.08.2024;5;Friday;0;0
226;25;Male;Sneakers;Footwear;21,7;Arkansas;M;Red;Fall;4,5;Yes;Express;0;11;Credit Card;20.01.2022;4;Thursday;0;0
226;25;Male;Sweater;Clothing;45,5;Arkansas;M;Pink;Spring;5;Yes;Standard;0;11;Debit Card;14.10.2022;5;Friday;0;0
226;25;Male;Sweater;Clothing;72,0;Arkansas;M;Navy;Winter;4,5;Yes;Express;0;11;Apple Pay;18.12.2022;7;Sunday;1;0
226;25;Male;Sweater;Clothing;79,8;Arkansas;M;Maroon;Winter;5;Yes;Standard;0;11;PayPal;26.12.2022;1;Monday;0;0
226;25;Male;Sweater;Clothing;30,9;Arkansas;M;Brown;Fall;3,5;Yes;Express;0;11;PayPal;28.12.2022;3;Wednesday;0;0
226;25;Male;Sweater;Clothing;62,1;Arkansas;M;Turquoise;Summer;2,5;Yes;Express;0;11;Credit Card;22.08.2023;2;Tuesday;0;0
226;25;Male;Sweater;Clothing;44,7;Arkansas;M;Black;Winter;5;Yes;Express;1;11;Bank Transfer;17.09.2023;7;Sunday;1;0
226;25;Male;Sweater;Clothing;37,0;Arkansas;M;Red;Winter;5;Yes;Standard;0;11;Debit Card;19.04.2024;5;Friday;0;0
226;25;Male;Sweater;Clothing;100,0;Arkansas;M;White;Winter;5;Yes;2-Day Shipping;0;11;Google Pay;30.11.2024;6;Saturday;1;0
226;25;Male;Coat;Outerwear;100,0;Arkansas;M;Beige;Fall;5;Yes;2-Day Shipping;0;11;Apple Pay;20.12.2024;5;Friday;0;0
226;25;Male;Sweater;Clothing;69,9;Arkansas;M;Black;Winter;5;Yes;Standard;0;11;Debit Card;24.12.2024;2;Tuesday;0;0
226;25;Male;Sweater;Clothing;71,9;Arkansas;M;White;Spring;4;Yes;Free Shipping;0;11;Debit Card;30.05.2024;4;Thursday;0;0
227;29;Male;Sweater;Clothing;26,9;Texas;L;Gray;Summer;3;Yes;2-Day Shipping;0;5;Debit Card;3.06.2022;5;Friday;0;0
227;29;Male;Sweater;Clothing;22,4;Texas;L;Green;Summer;3,5;Yes;Standard;0;5;Credit Card;23.07.2023;7;Sunday;1;0
227;29;Male;Sweater;Clothing;38,7;Texas;L;Blue;Fall;5;Yes;Free Shipping;0;5;Bank Transfer;14.06.2024;5;Friday;0;0
227;29;Male;Sweater;Clothing;73,5;Texas;L;Blue;Fall;5;Yes;Free Shipping;0;5;Cash;1.09.2024;7;Sunday;1;0
227;29;Male;Sneakers;Footwear;54,1;Texas;L;Blue;Summer;2,5;Yes;Free Shipping;0;5;Credit Card;28.11.2024;4;Thursday;0;0
227;29;Male;Sneakers;Footwear;60,3;Texas;L;Gray;Fall;5;Yes;Free Shipping;0;5;Credit Card;8.09.2024;7;Sunday;1;0
228;50;Male;Sweater;Clothing;31,0;Rhode Island;M;Red;Fall;5;Yes;Free Shipping;0;25;Credit Card;11.02.2022;5;Friday;0;0
228;50;Male;Belt;Accessories;91,6;Rhode Island;M;Red;Summer;5;Yes;Express;0;25;Cash;30.08.2022;2;Tuesday;0;0
228;50;Male;Sweater;Clothing;72,5;Rhode Island;M;Maroon;Fall;5;Yes;Next Day Air;0;25;Credit Card;1.09.2022;4;Thursday;0;0
228;50;Male;Coat;Outerwear;66,8;Rhode Island;M;Red;Winter;5;Yes;Standard;0;25;Credit Card;3.09.2022;6;Saturday;1;0
228;50;Male;Jacket;Outerwear;43,4;Rhode Island;M;Maroon;Fall;5;Yes;Next Day Air;0;25;Credit Card;31.10.2022;1;Monday;0;0
228;50;Male;Sweater;Clothing;47,3;Rhode Island;M;Red;Fall;3;Yes;Express;0;25;Apple Pay;27.12.2022;2;Tuesday;0;0
228;50;Male;Sweater;Clothing;40,9;Rhode Island;M;Blue;Winter;5;Yes;Express;0;25;PayPal;1.01.2023;7;Sunday;1;0
228;50;Male;Coat;Outerwear;92,1;Rhode Island;M;Red;Winter;5;Yes;Free Shipping;1;25;Credit Card;6.01.2023;5;Friday;0;0
228;50;Male;Sneakers;Footwear;31,2;Rhode Island;M;Black;Fall;5;Yes;Standard;0;25;Apple Pay;2.02.2023;4;Thursday;0;0
228;50;Male;Sweater;Clothing;33,6;Rhode Island;M;White;Spring;5;Yes;Express;0;25;Debit Card;23.02.2023;4;Thursday;0;0
228;50;Male;Sweater;Clothing;61,4;Rhode Island;M;Black;Winter;5;Yes;2-Day Shipping;0;25;Credit Card;24.09.2023;7;Sunday;1;0
228;50;Male;Sneakers;Footwear;29,0;Rhode Island;M;Brown;Fall;4,5;Yes;Standard;0;25;Debit Card;19.10.2023;4;Thursday;0;0
228;50;Male;Sweater;Clothing;28,0;Rhode Island;M;Orange;Fall;5;Yes;Express;0;25;Credit Card;24.10.2023;2;Tuesday;0;0
228;50;Male;Sneakers;Footwear;42,7;Rhode Island;M;White;Winter;5;Yes;Express;0;25;Google Pay;26.10.2023;4;Thursday;0;0
228;50;Male;Belt;Accessories;21,6;Rhode Island;M;Orange;Fall;5;Yes;Free Shipping;0;25;Debit Card;31.10.2023;2;Tuesday;0;0
228;50;Male;Sweater;Clothing;44,0;Rhode Island;M;Gray;Winter;5;Yes;Express;1;25;Credit Card;31.10.2023;2;Tuesday;0;0
228;50;Male;Coat;Outerwear;83,7;Rhode Island;M;Blue;Winter;2,5;Yes;Express;0;25;Credit Card;26.11.2023;7;Sunday;1;0
228;50;Male;Sweater;Clothing;65,9;Rhode Island;M;Olive;Fall;1;Yes;2-Day Shipping;0;25;Cash;20.12.2023;3;Wednesday;0;0
228;50;Male;Belt;Accessories;37,6;Rhode Island;M;Olive;Fall;4;Yes;2-Day Shipping;0;25;Debit Card;20.12.2023;3;Wednesday;0;0
228;50;Male;Sandals;Footwear;57,0;Rhode Island;M;Orange;Fall;5;Yes;Express;0;25;PayPal;29.12.2023;5;Friday;0;0
228;50;Male;Sweater;Clothing;80,5;Rhode Island;M;Black;Winter;5;Yes;Standard;0;25;Debit Card;10.02.2024;6;Saturday;1;0
228;50;Male;Sweater;Clothing;86,4;Rhode Island;M;Brown;Fall;5;Yes;Standard;1;25;Credit Card;12.04.2024;5;Friday;0;0
228;50;Male;Belt;Accessories;100,0;Rhode Island;M;Charcoal;Winter;5;Yes;Free Shipping;0;25;Debit Card;8.09.2024;7;Sunday;1;0
228;50;Male;Sweater;Clothing;31,1;Rhode Island;M;Olive;Fall;5;Yes;Standard;0;25;Debit Card;21.10.2024;1;Monday;0;0
228;50;Male;Sweater;Clothing;59,9;Rhode Island;M;Navy;Winter;1;Yes;Express;0;25;Debit Card;23.11.2024;6;Saturday;1;0
228;50;Male;Sweater;Clothing;36,8;Rhode Island;M;Blue;Summer;5;Yes;Free Shipping;0;25;Google Pay;2.06.2024;7;Sunday;1;0
229;18;Male;Blouse;Clothing;51,6;New Hampshire;M;Pink;Summer;5;Yes;Express;0;11;Google Pay;18.06.2022;6;Saturday;1;0
229;18;Male;Sweater;Clothing;50,8;New Hampshire;M;Blue;Summer;4;Yes;Standard;0;11;Debit Card;23.07.2022;6;Saturday;1;0
229;18;Male;Sneakers;Footwear;19,9;New Hampshire;M;Turquoise;Summer;5;Yes;Standard;0;11;PayPal;28.07.2023;5;Friday;0;0
229;18;Male;Sweater;Clothing;20,1;New Hampshire;M;Orange;Summer;5;Yes;Standard;0;11;Credit Card;18.01.2024;4;Thursday;0;0
229;18;Male;Sweater;Clothing;100,0;New Hampshire;M;Gray;Winter;3;Yes;Standard;0;11;Credit Card;20.06.2024;4;Thursday;0;0
229;18;Male;Sweater;Clothing;37,8;New Hampshire;M;Brown;Fall;3,5;Yes;Standard;0;11;Google Pay;3.07.2024;3;Wednesday;0;0
229;18;Male;Sweater;Clothing;42,3;New Hampshire;M;Yellow;Fall;4,5;Yes;Standard;0;11;Credit Card;6.07.2024;6;Saturday;1;0
229;18;Male;Sweater;Clothing;31,6;New Hampshire;M;Pink;Summer;5;Yes;Free Shipping;1;11;Credit Card;13.09.2024;5;Friday;0;0
229;18;Male;Sneakers;Footwear;90,9;New Hampshire;M;Orange;Fall;4,5;Yes;Standard;0;11;Debit Card;27.11.2024;3;Wednesday;0;0
229;18;Male;Sweater;Clothing;48,0;New Hampshire;M;Green;Summer;5;Yes;Standard;0;11;Bank Transfer;29.11.2024;5;Friday;0;0
229;18;Male;Sneakers;Footwear;86,9;New Hampshire;M;Red;Winter;5;Yes;Free Shipping;0;11;Credit Card;26.12.2024;4;Thursday;0;0
229;18;Male;Sneakers;Footwear;76,4;New Hampshire;M;Red;Fall;5;Yes;Next Day Air;0;11;PayPal;28.09.2024;6;Saturday;1;0
230;70;Male;Sweater;Clothing;56,0;Ohio;S;Green;Spring;4;Yes;Express;0;27;PayPal;3.03.2022;4;Thursday;0;0
230;70;Male;Sweater;Clothing;73,0;Ohio;S;Pink;Summer;5;Yes;Free Shipping;0;27;Bank Transfer;5.03.2022;6;Saturday;1;0
230;70;Male;Sweater;Clothing;52,6;Ohio;S;Brown;Fall;4,5;Yes;Express;1;27;Google Pay;10.03.2022;4;Thursday;0;0
230;70;Male;Sandals;Footwear;33,8;Ohio;S;Green;Summer;1;Yes;Express;0;27;Credit Card;6.05.2022;5;Friday;0;0
230;70;Male;Sweater;Clothing;100,0;Ohio;S;Beige;Fall;1;Yes;Standard;0;27;Credit Card;20.06.2022;1;Monday;0;0
230;70;Male;Sandals;Footwear;31,3;Ohio;S;Brown;Summer;3;Yes;Free Shipping;0;27;PayPal;4.07.2022;1;Monday;0;0
230;70;Male;Blouse;Clothing;49,0;Ohio;S;Yellow;Summer;5;Yes;Standard;0;27;Google Pay;15.07.2022;5;Friday;0;0
230;70;Male;Sweater;Clothing;28,3;Ohio;S;Blue;Summer;5;Yes;2-Day Shipping;0;27;PayPal;29.07.2022;5;Friday;0;0
230;70;Male;Sweater;Clothing;53,5;Ohio;S;Pink;Spring;3;Yes;Standard;0;27;PayPal;26.08.2022;5;Friday;0;0
230;70;Male;Sneakers;Footwear;87,5;Ohio;S;Navy;Winter;5;Yes;Standard;0;27;Credit Card;26.11.2022;6;Saturday;1;0
230;70;Male;Belt;Accessories;54,1;Ohio;S;Red;Summer;5;Yes;Standard;0;27;Credit Card;27.11.2022;7;Sunday;1;0
230;70;Male;Blouse;Clothing;19,3;Ohio;S;Blue;Summer;4;Yes;Free Shipping;1;27;Google Pay;21.01.2023;6;Saturday;1;0
230;70;Male;Sweater;Clothing;23,8;Ohio;S;Blue;Spring;1,5;Yes;Express;0;27;Apple Pay;1.04.2023;6;Saturday;1;0
230;70;Male;Belt;Accessories;73,0;Ohio;S;Charcoal;Winter;4,5;Yes;Standard;1;27;Apple Pay;12.05.2023;5;Friday;0;0
230;70;Male;Sweater;Clothing;24,1;Ohio;S;White;Spring;1;Yes;Standard;0;27;PayPal;1.07.2023;6;Saturday;1;0
230;70;Male;Sweater;Clothing;52,1;Ohio;S;Turquoise;Summer;3;Yes;Standard;0;27;Credit Card;12.08.2023;6;Saturday;1;0
230;70;Male;Sweater;Clothing;41,7;Ohio;S;Blue;Summer;5;Yes;Free Shipping;0;27;Credit Card;18.08.2023;5;Friday;0;0
230;70;Male;Sweater;Clothing;20,8;Ohio;S;Purple;Summer;5;Yes;Standard;0;27;Google Pay;11.11.2023;6;Saturday;1;0
230;70;Male;Sweater;Clothing;37,1;Ohio;S;Red;Summer;5;Yes;Standard;0;27;Credit Card;20.12.2023;3;Wednesday;0;0
230;70;Male;Sweater;Clothing;35,3;Ohio;S;White;Summer;1;Yes;Standard;1;27;Debit Card;2.05.2024;4;Thursday;0;0
230;70;Male;Sneakers;Footwear;57,6;Ohio;S;Orange;Fall;4,5;Yes;Free Shipping;0;27;PayPal;3.05.2024;5;Friday;0;0
230;70;Male;Sweater;Clothing;25,9;Ohio;S;Red;Spring;4;Yes;Standard;0;27;Debit Card;21.06.2024;5;Friday;0;0
